Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
1,2nd week,Maharashtra,Gadchiroli,Malaria,7,2.0,10,1,2022,19.75907035,80.16228073,0.007479298714,9.0,299.97
7,6th week,Maharashtra,Gadchiroli,Malaria,1,1.0,9,2,2022,19.75907035,80.16228073,8.36e-05,,300.06333340000003
37,12th week,Maharashtra,Raigad,Dengue,11,,21,3,2022,18.4928092,73.13807095,0.0001800343472,,312.184
91,19th week,Maharashtra,Jalgaon,Dengue,9,1.0,6,5,2022,20.84288265,75.52612464,0.0001810070481,4.0,319.8166666
105,20th week,Maharashtra,Pune,Dengue,21,,16,5,2022,18.521428,73.8544541,0.008698042455,,309.265
108,20th week,Maharashtra,Pune,Dengue,12,,23,4,2022,18.521428,73.8544541,0.01502899002,,314.96
115,21st week,Maharashtra,Chandrapur,Malaria,13,1.0,25,5,2022,20.0967555,79.50454752,0.006072435084,,314.545
134,22nd week,Maharashtra,Gadchiroli,Malaria,310,1.0,29,5,2022,19.75907035,80.16228073,0.00876199396,10.0,311.0866666
158,23rd week,Maharashtra,Chandrapur,Malaria,3,1.0,4,6,2022,20.0967555,79.50454752,0.006238415131,6.0,311.32
183,24th week,Maharashtra,Gondia,Malaria,47,1.0,13,6,2022,21.455228,80.1962729,0.02882213092,7.0,311.61
194,3rd week,Maharashtra,Gadchiroli,Malaria,2,1.0,20,1,2021,19.75907035,80.16228073,2.27e-05,13.0,302.15000000000003
199,4th week,Maharashtra,Gadchiroli,Malaria,10,1.0,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7
208,5th week,Maharashtra,Thane,Malaria,2,1.0,6,1,2021,19.1943294,72.9701779,0.02576509704,12.0,302.99
220,7th week,Maharashtra,Satara,Dengue,19,,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666
259,16th week,Maharashtra,Satara,Dengue,7,,15,4,2021,17.63612885,74.29827808,0.1527963029,,313.9833334
264,16th week,Maharashtra,Satara,Dengue,31,1.0,5,4,2021,17.63612885,74.29827808,7.5e-05,5.0,317.92
270,19th week,Maharashtra,Thane,Malaria,2,1.0,2,5,2021,19.1943294,72.9701779,0.1122390997,10.0,314.216
276,20th week,Maharashtra,Thane,Dengue,2,1.0,29,4,2021,19.1943294,72.9701779,0.1043926176,9.0,315.4666666
299,25th week,Maharashtra,Sindhudurg,Dengue,62,,25,6,2021,16.1357193,73.6522086,0.833671811,,298.11
304,25th week,Maharashtra,Kolhapur,Dengue,5,3.0,15,6,2021,16.7028412,74.2405329,0.4365472546,7.0,305.93
315,26th week,Maharashtra,Pune,Dengue,6,,24,6,2021,18.521428,73.8544541,0.3569411311,10.0,301.40500000000003
323,27th week,Maharashtra,Amravati,Dengue,3,1.0,1,7,2021,20.9521098,77.7333168,0.2668179381,4.0,312.8466666
332,28th week,Maharashtra,Akola,Malaria,21,,16,7,2021,20.76181225,77.19211567,0.8712018327,5.0,302.98
333,28th week,Maharashtra,Amravati,Dengue,5,,12,7,2021,20.9521098,77.7333168,0.5008124671,,316.84000000000003
341,29th week,Maharashtra,Chandrapur,Dengue,58,1.0,3,7,2021,20.0967555,79.50454752,0.5816240733,,305.52
342,29th week,Maharashtra,Nagpur,Dengue,4,1.0,10,7,2021,21.1498134,79.0820556,0.5529516087,13.0,308.685
348,30th week,Maharashtra,Buldhana,Dengue,7,,1,7,2021,20.562845,76.40869861,0.4245402926,6.0,306.6533334
349,30th week,Maharashtra,Gadchiroli,Malaria,4,1.0,24,7,2021,19.75907035,80.16228073,1.087511221,9.0,
351,30th week,Maharashtra,Osmanabad,Dengue,4,,23,7,2021,18.16984395,76.11796321,1.374420463,8.0,300.42
358,31st week,Maharashtra,Amravati,Dengue,13,2.0,11,7,2021,20.9521098,77.7333168,0.3639732419,,316.98
360,31st week,Maharashtra,Gadchiroli,Malaria,28,1.0,31,7,2021,19.75907035,80.16228073,0.4106211557,6.0,301.65000000000003
365,31st week,Maharashtra,Raigad,Dengue,18,,11,6,2021,18.4928092,73.13807095,1.136541734,7.0,302.40000000000003
367,31st week,Maharashtra,Satara,Dengue,16,,16,7,2021,17.63612885,74.29827808,1.489691674,5.0,303.64
368,31st week,Maharashtra,Wardha,Dengue,4,,7,6,2021,20.82562315,78.6131455,0.08542046896,5.0,312.90000000000003
378,33rd week,Maharashtra,Chandrapur,Malaria,7,3.0,7,8,2021,20.0967555,79.50454752,0.1193885184,11.0,297.56
379,33rd week,Maharashtra,Thane,Dengue,5,,17,8,2021,19.1943294,72.9701779,0.4410657126,4.0,298.92
387,34th week,Maharashtra,Amravati,Dengue,22,3.0,18,8,2021,20.9521098,77.7333168,0.6170837983,17.0,304.7
389,34th week,Maharashtra,Satara,Dengue,15,,3,8,2021,17.63612885,74.29827808,0.111707267,8.0,302.32
392,35th week,Maharashtra,Akola,Dengue,3,,30,8,2021,20.76181225,77.19211567,0.1589494148,11.0,304.86
401,35th week,Maharashtra,Pune,Dengue,23,,7,6,2021,18.521428,73.8544541,1.023137245,8.0,304.635
409,36th week,Maharashtra,Jalgaon,Dengue,54,1.0,2,9,2021,20.84288265,75.52612464,0.8720325502,10.0,302.2666666
436,39th week,Maharashtra,Gadchiroli,Dengue,16,1.0,28,9,2021,19.75907035,80.16228073,0.6817132291,18.0,300.8
448,40th week,Maharashtra,Gadchiroli,Dengue,4,1.0,4,10,2021,19.75907035,80.16228073,0.3635032179,32.0,300.305
455,40th week,Maharashtra,Chandrapur,Dengue,7,,16,8,2021,20.0967555,79.50454752,0.03625636178,22.0,304.72
456,40th week,Maharashtra,Chandrapur,Malaria,9,,22,8,2021,20.0967555,79.50454752,0.8394995406,14.0,
466,41st week,Maharashtra,Beed,Dengue,6,,13,10,2021,18.9918442,75.909784,0.2914203975,17.0,301.925
489,42nd week,Maharashtra,Thane,Dengue,5,1.0,1,10,2021,19.1943294,72.9701779,0.5969992657,29.0,299.39
492,43rd week,Maharashtra,Gadchiroli,Malaria,10,1.0,25,10,2021,19.75907035,80.16228073,0.007116981315,28.0,301.528
500,44th week,Maharashtra,Gadchiroli,Malaria,1,1.0,1,11,2021,19.75907035,80.16228073,4.18e-05,,300.1733334
501,44th week,Maharashtra,Thane,Dengue,1,1.0,31,10,2021,19.1943294,72.9701779,0.0006784196466,,303.61333340000004
513,45th week,Maharashtra,Satara,Dengue,14,,16,10,2021,17.63612885,74.29827808,0.08792806037,,304.776
518,46th week,Maharashtra,Raigad,Malaria,19,,11,11,2021,18.4928092,73.13807095,0.1463200544,21.0,302.16
523,47th week,Maharashtra,Thane,Dengue,1,1.0,1,11,2021,19.1943294,72.9701779,8.4e-05,,302.9566666
534,48th week,Maharashtra,Sindhudurg,Malaria,4,,24,11,2021,16.1357193,73.6522086,0.312929701,,300.02
549,50th week,Maharashtra,Satara,Dengue,13,,14,9,2021,17.63612885,74.29827808,0.6398437365,,300.14
565,4th week,Maharashtra,Kolhapur,Dengue,2,1.0,18,1,2020,16.7028412,74.2405329,6.03e-05,8.0,303.6533334
570,4th week,Maharashtra,Chandrapur,Malaria,23,1.0,16,1,2020,20.0967555,79.50454752,0.002697495648,,299.44
576,5th week,Maharashtra,Satara,Dengue,6,,18,1,2020,17.63612885,74.29827808,9.66e-05,8.0,304.48
577,5th week,Maharashtra,Thane,Dengue,6,,20,1,2020,19.1943294,72.9701779,0.0002913774879,11.0,301.43
610,16th week,Maharashtra,Gadchiroli,Malaria,14,1.0,3,4,2020,19.75907035,80.16228073,0.03302828467,11.0,310.624
618,18th week,Maharashtra,Chandrapur,Malaria,35,2.0,7,4,2020,20.0967555,79.50454752,0.004322479902,8.0,313.0966666
627,21st week,Maharashtra,Chandrapur,Dengue,5,,23,5,2020,20.0967555,79.50454752,0.003793196938,,311.028
628,21st week,Maharashtra,Washim,Dengue,6,,22,4,2020,20.28741775,77.2369655,0.0002937726392,,321.2
647,31st week,Maharashtra,Gadchiroli,Malaria,3,1.0,18,7,2020,19.75907035,80.16228073,0.6669874928,,
648,31st week,Maharashtra,Gadchiroli,Malaria,2,1.0,19,7,2020,19.75907035,80.16228073,0.594522564,,300.64
649,31st week,Maharashtra,Gadchiroli,Malaria,5,1.0,26,7,2020,19.75907035,80.16228073,1.132628174,,
656,36th week,Maharashtra,Wardha,Dengue,6,,7,8,2020,20.82562315,78.6131455,0.5529784197,4.0,302.74
658,40th week,Maharashtra,Amravati,Dengue,5,,24,9,2020,20.9521098,77.7333168,1.329761391,16.0,302.56
666,44th week,Maharashtra,Gadchiroli,Malaria,8,1.0,23,10,2020,19.75907035,80.16228073,0.06252674788,,302.28000000000003
681,48th week,Maharashtra,Osmanabad,Dengue,9,,11,11,2020,18.16984395,76.11796321,8.75e-05,7.0,307.676
683,48th week,Maharashtra,Pune,Dengue,16,1.0,18,11,2020,18.521428,73.8544541,0.001230150582,16.0,303.496
685,48th week,Maharashtra,Satara,Dengue,30,,4,11,2020,17.63612885,74.29827808,0.004428378293,10.0,305.744
